Platform,color,model,posted_date,price,release_date,storage,title,description
중고나라,그린,iPhone 11 Pro,2026-03-22,240000,2019,256GB,[대전중고폰] 아이폰11 프로 256GB 그린 / A급 / 실물촬영 / 매장운영 397712,"오프라인 매장 운영 / 실물 100% 직접 촬영 / 허위매물 없이 사진 그대로 발송 ??  【 중고나라 제휴 파트너 BNB 중고폰연구소 】 ?? 구매 문의 : O1O-5798-4984 ? 최대한 선명하게 촬영하여 실제 수령 시 화면보다 더 깔끔한 상태로 받아보실 수 있습니다.  ---  ? 제품 정보 ? 등급 : A ? 제품번호 : 397712 (6자리 제품번호로 문의 시 빠른 안내 가능) ? 모델 / 용량 / 색상 : 아이폰11 프로 / 256GB / 그린 ? 구성 : 기기 단품 ? 최초 통신사 : (통신사 무관, 모든 유심 사용 가능) ? 배터리 : 92%  ? 제품 등급 안내 SS급 (새상품금) : 미개봉 / 개봉만 한 미사용 제품 또는 사용감이 거의 없는 제품 S급 (최상급) : 미세한 기스나 약한 찍힘이 1~3곳 정도 있을 수 있는 제품 A급(상급) : 생활 찍힘이 2~3곳 있으나 전체적으로 깨끗해 고객 선호도가 가장 높은 제품 B급 (가성비급) : 기능은 100% 정상이나 외관 상태는 중요하지 않은 고객님께 추천 (약~중 정도의 잔상이 있을 수 있음)  ---  ? 제품 상태 상세 ? 정상 해지된 단말기로 25% 선택약정 할인 가능, 3사 통신사 및 알뜰폰 모두 사용 가능합니다.  ? 분실·도난 이력 없으며, 모든 기능 정상 작동 확인 완료된 이상 없는 제품, 100% 실사입니다.  ? 배터리 광탈 현상 없으며, 카메라 촬영 시 선명합니다.  ? 액정 잔상/빛샘/기스/파손 증상 없이 깨끗한 상태입니다 ? 외관 사진과 동일하며 베젤 우측에 약간의 흠집 있으나, 그 외에 전체적으로 깨끗한 상태입니다.  ?? 사진 확대 후 꼼꼼하게 외관 상태 확인 부탁드립니다.  ---  ?? 교환·환불 안내 중고거래 특성상 단순 변심 / 외관 상태 / 배터리 성능 / 명시 내용 미숙지 / 수리 이력 등 기능과 무관한 사유는 교환·환불 불가합니다. (구매 후 2주 이내 기능상 명백한 하자 발생 시 교환·환불 가능)  ? 플립/폴드 제품은 구조 특성상 사용 중 발생하는 액정 파손, LCD 불량, 화면 꺼짐 등 문제로는 절대 교환·환불 불가합니다.  ---  ?? 거래 방법 (안전거래 불가) ? 직거래 : 대전 서구 계룡로 664, 1층 BNB 중고폰연구소 ? 퀵 서비스 : 대전/세종 가능, 비용 구매자 부담 (선불 원하실 경우 미리 말씀해주세요!) ? 택배거래 : CJ대한통운 이용, 입금 후 발송 (택배비 3,000원 별도) ※ 오후 4시 이전 입금 시 당일 발송, 주말 택배 접수 불가   ?? 매장 정보 주소 : 대전 서구 계룡로 664, 1층 BNB 중고폰연구소 평일 : 10:00 ~ 20:00 토요일 : 10:00 ~ 18:00 일요일 : 휴무"
중고나라,그린,iPhone 11 Pro,2020-09-05,330000,2019,512GB,아이폰11프로 512G 그린(A2215) 효율86% 무잔상 판매합니다,제품정보 제품 : 아이폰11프로 512G (A2215) 개통 : 2019년 10월 개통 A/S 만료 (버전26.0.1 배터리효율86%) 색상 : 그린 금액 : 330.000 구성품 : 박스 따로없으며 액정필름 있습니다  제품설명 사진과 같이 깨끗하며 깨짐 큰파임 액정기스 없고 자잘한 상처 정도 외 상태 깨끗합니다 침수 및 사설수리 이력 없고 잔상 및 화면불량 없이 깨끗하게 잘 나옵니다 알뜰폰 및 통신사 관계없이 기존 유심 그대로 사용되며 기능 및 사용상 문제없이 작동 됩니다  직거래 및 택배거래 킉거래 모두 가능하며 안전거래시 미리 꼭 연락 부탁 드립니다 안전거래 퀵거래 택배거래시 배송비는 구매자 부담입니다  서울 성동구 행당동 168-72 동백빌딩3층 입니다(왕십리역 5번출구 도보 2분 거리입니다) 기타 문의 사항은 톡 주면 상세히 답변 드리겠습니다
중고나라,그린,iPhone 11 Pro,2026-03-23,320000,2019,512GB,아이폰11프로 512G 그린(A2215) 효율86% 무잔상 판매합니다,제품정보 제품 : 아이폰11프로 512G (A2215) 개통 : 2019년 10월 개통 A/S 만료 (버전26.0.1 배터리효율86%) 색상 : 그린 금액 : 320.000 구성품 : 박스 따로없으며 액정필름 있습니다  제품설명 사진과 같이 깨끗하며 깨짐 큰파임 액정기스 없고 자잘한 상처 정도 외 상태 깨끗합니다 침수 및 사설수리 이력 없고 잔상 및 화면불량 없이 깨끗하게 잘 나옵니다 알뜰폰 및 통신사 관계없이 기존 유심 그대로 사용되며 기능 및 사용상 문제없이 작동 됩니다  직거래 및 택배거래 킉거래 모두 가능하며 안전거래시 미리 꼭 연락 부탁 드립니다 안전거래 퀵거래 택배거래시 배송비는 구매자 부담입니다  서울 성동구 행당동 168-72 동백빌딩3층 입니다(왕십리역 5번출구 도보 2분 거리입니다) 기타 문의 사항은 톡 주면 상세히 답변 드리겠습니다
중고나라,미드나이트,iPhone 11 Pro,2026-03-23,260000,2019,64GB,아이폰11프로 미드나이트 64g 판매!(배터리 100%),"아이폰11프로 미드나이트 용량 64G 액정교체(SS급) 배터리교체(배터리 효율100%) 외관 상세 사진O (깨끗!)  모든기능 정상입니다!  대구는 퀵,직거래,택배 타지역 택배입니다 쿨거래시 택배비 무료!!"
중고나라,미드나이트 그린,iPhone 11 Pro,2026-03-23,200000,2019,256GB,"아이폰 11 Pro 256GB 미드나이트 그린 단품 팝니다 (모서리 생활기스 있음, 기능 완벽)","안녕하세요~ 아이폰 11 Pro 미드나이트 그린 256GB 단품(본체만) 판매합니다! 박스, 충전기, 케이스 등 구성품 없이 폰 본체만이에요~ ? 용량: 256GB (넉넉해서 사진/영상/앱 많이 쓰시는 분 추천!) ? 배터리 건강도: 73% ? 외관: 전체적으로 깨끗하지만 모서리 4곳에 아주 가벼운 생활 찍힘/기스 몇 군데 있어요 (사진 확대 샷으로 자세히 보여드림). 후면, 카메라 렌즈, 액정은 거의 흠집 없이 깨끗합니다! ? 색상: 미드나이트 그린 (밝은 곳에서 은은한 다크 그린 톤이 고급스러워요~) ? 기능: Face ID, 트리플 카메라, 터치, 버튼, 충전, 스피커 모두 100% 정상! iOS 최신 업데이트 가능, 잔상/데드픽셀 없음 ? 상태 요약: B급 상위 (기능 완벽 + 외관 경미한 사용감) 사진들로 상태 꼼꼼히 확인해주세요~ ? 전/후면 전체 샷 ? 카메라 클로즈업 ? 모서리 기스 확대 (솔직하게 보여드려요!) ? 측면 테두리 ? 화면 온 상태 (홈 + 흰/검 배경)"
중고나라,미드나이트 그린,iPhone 11 Pro,2026-03-02,200000,2019,256GB,아이폰 11 Pro 256GB 미드나이트 그린,아이폰 11 Pro 미드나이트 그린 색상입니다  - 배터리 성능은 71%입니다 - 박스 포함 - 케이스 2개 같이 드립니다  아이폰 11 Pro는 뛰어난 카메라 성능으로 전문가 수준의 사진을 쉽게 찍을 수 있습니다  또한 견고한 디자인으로 안심하고 사용할 수 있습니다  생활기스 외에 상태 양호합니다
중고나라,미드나이트 그린,iPhone 11 Pro,2026-03-22,200000,2019,256GB,아이폰 11 Pro 미드나잇 그린 256,아이폰 11 Pro 미드나이트 그린 색상 판매합니다 모델 번호는 NWCC2KH/A입니다 - 박스 및 충전기 등 구성품 모두 포함되어 있습니다 - 배터리 성능은 74%입니다 최고 성능을 위한 A13 Bionic 칩이 탑재되어 있습니다 OLED 디스플레이로 더욱 선명한 화면을 즐길 수 있습니다  액정강화유리부착되어있고 찍힘없습니다 잔기스는 잘안보이는데 확인해보세요 리퍼한번받은제품입니다 용량256 항상 케이스끼고 강화유리부착하여사용 강화유리 새거2장추가  원하시면 쓰던 케이스도 드림 도킹배터리도 드림 아이몰 방수케이스도 드립니다  직거래 화성시 병점역부근 주간엔 화성시 향남쪽 가능 택배가능
중고나라,미드나이트 그린,iPhone 11 Pro,2020-09-05,220000,2019,256GB,아이폰11 Pro 256 미드나이트그린 판매합니다.,"안녕하세요, 아이폰 11프로 256 미드나이트그린 판매합니다. 딸아이가 사용했던거라 깨끗합니다.  구성품 : 본체, 충전기, 이어폰, 케이스필요시 드림. 배터리 효율 : 79% 직거래장소 : 부산 사직동 또는 중앙동4가"
중고나라,미드나이트 그린,iPhone 11 Pro,2026-03-22,100000,2019,64GB,아이폰 11 Pro 미드나잇 그린 64기가 입니다.,"아이폰 11 Pro 미드나잇 그린 색상 판매합니다   저장용량 은 64기가 입니다  카메라, 페이스아이디, 터치등 기능상 문제는 전혀없이 사용했습니다   배터리는 1년전쯤 사설업체에서 교체한 이력이 있고 현재 배터리가 빨리닳는 등의 이슈없이 잘 사용해왔습니다  앞면, 측면부는 생활기스정도의 상태로 깔끔한 편이나 후면 유리는 사진상으로 확인하실수 있듯이 깨져있는 상태인데 케이스를 사용하여 불편없이 써왔습니다  미사용 맥세이프케이스 2종, 메종 마르지엘라 케이스 2종과 다이소에서 구입한 카메라보호 강화유리 드립니다  4호선 쌍문역이나 쌍문2동 주민센터에서 직거래 가능합니다  선입금 노리턴 착불 택배거래도 가능합니다  연락주세요!"
중고나라,미드나이트 그린,iPhone 11 Pro,2026-03-22,200000,2019,64GB,아이폰 11프로 64 미드나잇 그린 팝니다,"-구입후 바로 액정 강화유리와 케이스 사용 -성능상 하자 및 외관 잔기스 오염 없음 -판매 위해 액정 강화유리 제거 -판매 사진 찍을려고 생긴 지문정도 있음 -수리 및 교환 이력 없는 S급 -박스는 버려 없고 충전기와 이어폰 구성  중고거래 특성상 단순 변심 반품 환불 안 됨 택배 거래시 신중히 구매해 주세요 가급적 직거래 이용 직거래시 190,000원 원미 성당 및 원미 우체국 근처"
